order_id,customer_id,order_date,order_total,payment_method
8321900643,1655637,22-03-2025,3517.14,Credit
3823949592,1683786,23-03-2025,2722.55,Cash
7944885043,1683786,24-03-2025,4410.72,Credit
1765001264,1697604,25-03-2025,412.53,Credit
6392348668,1697604,26-03-2025,4479.61,Credit
6712947216,1697604,27-03-2025,3566.54,Cash
7680297690,1705969,28-03-2025,2864.1,Cash
7698126312,1705969,29-03-2025,2404.95,Credit
1786931285,1719710,30-03-2025,778.9,Cash
5453475937,1719710,31-03-2025,3217.91,Cash
4060449266,1771249,01-04-2025,2399.6,Credit
3567610983,1816969,02-04-2025,3657.49,Cash
6185824257,1816969,03-04-2025,4093.07,Credit
8080970647,1855421,04-04-2025,3635.32,Credit
8200985533,1855421,05-04-2025,77.11,Credit
4419380079,1989720,06-04-2025,3278.3,Cash
8395583761,1989720,07-04-2025,410.62,Credit
209044447,2058037,08-04-2025,1039.47,Cash
2609502403,2058037,09-04-2025,3105.12,Cash
6590257283,2058037,10-04-2025,4030.26,Cash
7634516705,2058037,11-04-2025,2803.07,Credit
5183577434,2134827,12-04-2025,805.28,Credit
6454001692,2136830,13-04-2025,4369.13,Credit
178737268,2164524,14-04-2025,726.41,Credit
4939105270,2164524,15-04-2025,1026.88,Cash
5080943123,2164524,16-04-2025,1496.54,Cash
6211537502,2164524,17-04-2025,1427.81,Cash
5890339330,2188994,18-04-2025,3750.59,Cash
1018255782,2219590,19-04-2025,2456.07,Credit
4160816433,2219590,20-04-2025,3238.22,Credit
5881059783,2219590,21-04-2025,1432.73,Cash
9338996795,2219590,22-04-2025,951.43,Credit
1824533423,2233446,23-04-2025,2890.53,Cash
9099298435,2233446,24-04-2025,1327.61,Credit
2491374111,2361575,25-04-2025,1196.3,Cash
5931307224,2361575,26-04-2025,4401.93,Cash
836457367,2365348,27-04-2025,4789.73,Cash
2136873695,2391900,28-04-2025,1381.22,Credit
4074537770,2400009,29-04-2025,871.22,Credit
6244718082,2400009,30-04-2025,1920.42,Credit
6443285614,2400009,01-05-2025,3136.89,Credit
3792751421,2414265,01-01-2025,2090,Credit
9409585531,2414265,02-01-2025,3092.14,Cash
3350348511,2442235,03-01-2025,816.38,Cash
6888804296,2442235,04-01-2025,2930.92,Cash
1971008155,2457734,05-01-2025,1866.01,Cash
2318969828,2457734,06-01-2025,1946.42,Cash
2638683222,2457734,07-01-2025,887.48,Credit
5142985961,2457734,08-01-2025,2044.41,Credit
8396649871,2517955,09-01-2025,950.6,Credit
2753579193,2558646,10-01-2025,755.66,Credit
8159868515,2558646,11-01-2025,2797.64,Credit
8209093135,2558646,12-01-2025,481.63,Credit
259772553,2566268,13-01-2025,881.42,Credit
6788884093,2566268,14-01-2025,2885.2,Credit
7155177625,2566268,15-01-2025,3064.83,Credit
8412338399,2566268,16-01-2025,3825.11,Credit
8755280486,2566268,17-01-2025,2760.76,Cash
2343495895,2584499,18-01-2025,1706.95,Credit
3360648053,2584499,19-01-2025,1278.25,Cash
4244306883,2584499,20-01-2025,893.81,Credit
5036664068,2667357,21-01-2025,1666.89,Credit
690097648,2684440,22-01-2025,3471.29,Cash
784435014,2684440,23-01-2025,415.75,Cash
4861499558,2684440,24-01-2025,1381.1,Cash
5085005195,2684440,25-01-2025,4030.23,Cash
5397640599,2684440,26-01-2025,720.95,Credit
299859815,2848415,27-01-2025,1233.33,Cash
8453462258,2875442,28-01-2025,310.87,Cash
4150569633,2903620,29-01-2025,2206.06,Credit
4217056877,2903620,30-01-2025,1670.56,Cash
1108215973,2928026,31-01-2025,972.69,Credit
8994776653,3002538,01-02-2025,2384.45,Credit
9508359721,3002538,02-02-2025,746.29,Credit
6256637306,3096845,03-02-2025,5196.58,Cash
9403371764,3096845,04-02-2025,317.8,Cash
9056190831,3100301,05-02-2025,2618.61,Cash
7309958460,3282647,06-02-2025,418.48,Cash
9943996342,3282647,07-02-2025,4252.97,Credit
735608722,3292927,08-02-2025,1276.51,Credit
1769493463,3292927,09-02-2025,2541.32,Cash
7338050095,3292927,10-02-2025,2181.43,Credit
6409437174,3399251,11-02-2025,1348.39,Cash
515408216,3408982,12-02-2025,1665.29,Credit
883548284,3408982,13-02-2025,2340.86,Cash
4961830447,3408982,14-02-2025,2369.49,Credit
5938542755,3408982,15-02-2025,2934.58,Cash
5190422833,3410758,16-02-2025,898.05,Cash
554028972,3421258,17-02-2025,1183.85,Cash
6856986497,3421258,18-02-2025,223.27,Cash
4859441294,3468355,19-02-2025,367.08,Credit
4508784747,3483295,20-02-2025,1596.72,Cash
5331747573,3588443,21-02-2025,3589.43,Credit
8916023990,3588443,22-02-2025,134.69,Credit
477350788,3638834,23-02-2025,941.19,Credit
3499440849,3638834,24-02-2025,1266.77,Credit
3492935177,3660263,25-02-2025,899.58,Cash
3186513319,3730316,26-02-2025,83.18,Credit
3843689992,3730316,27-02-2025,2378.76,Credit
6798661163,3730316,28-02-2025,711.91,Credit
5645691241,3786105,01-03-2025,2970,Cash
7178188501,3786105,02-03-2025,2823.72,Cash
755745232,3844290,03-03-2025,1086.05,Cash
6996561687,3844290,04-03-2025,3469.28,Cash
5562099656,3872421,05-03-2025,163.03,Credit
5939554684,3875480,06-03-2025,3071.72,Cash
4479421205,3893903,07-03-2025,923.84,Cash
1241631129,3897936,08-03-2025,1322.18,Credit
5705224767,3897936,09-03-2025,2322.96,Credit
6754346312,3897936,10-03-2025,1195.92,Cash
8510183245,3897936,11-03-2025,2914.71,Cash
8865698939,3897936,12-03-2025,1333.67,Credit
7809866112,3999964,13-03-2025,3373.17,Cash
9075991438,3999964,14-03-2025,2562.56,Cash
6763510083,4055790,15-03-2025,3215.35,Cash
9232350528,4055790,16-03-2025,894.54,Cash
403352765,4057678,17-03-2025,1568.48,Cash
5015358514,4057678,18-03-2025,727.95,Cash
2845333894,4192351,19-03-2025,4555.81,Credit
6181604084,4200802,20-03-2025,858.57,Credit
1940918101,4356173,21-03-2025,1438.2,Credit
7960553477,4356173,22-03-2025,169.88,Credit
9992859795,4356173,23-03-2025,820.83,Cash
5705899665,4378755,24-03-2025,3712.03,Cash
5914484553,4378755,25-03-2025,931.36,Credit
7919863938,4378755,26-03-2025,1024.37,Credit
1182120536,4386273,27-03-2025,843.97,Cash
2070610257,4386273,28-03-2025,949.73,Credit
8395661807,4386273,29-03-2025,2561.18,Credit
552470423,4394659,30-03-2025,1310.7,Cash
2580381935,4394659,31-03-2025,4613.37,Cash
3268455899,4439806,01-04-2025,5441.63,Cash
4231742059,4439806,02-04-2025,1232.31,Credit
9439713009,4439806,03-04-2025,1804.06,Credit
8388644219,4444673,04-04-2025,491.39,Credit
2244679313,4458329,05-04-2025,127.16,Credit
4283803308,4543215,06-04-2025,2653.37,Credit
461485679,4594944,07-04-2025,4205.78,Cash
955844536,4597433,08-04-2025,2719.11,Credit
2356580295,4597433,09-04-2025,3687.29,Cash
4473653758,4597433,10-04-2025,2342.62,Cash
5563712992,4597433,11-04-2025,3233.68,Credit
6964586050,4597433,12-04-2025,2824.9,Cash
8132845656,4597433,13-04-2025,690.08,Credit
9091185978,4606533,14-04-2025,938.72,Cash
6535672015,4758426,15-04-2025,2685.35,Credit
7495753437,4758426,16-04-2025,3776.78,Credit
3036885153,4789829,17-04-2025,3480.03,Credit
4028185110,4789829,18-04-2025,3405.22,Cash
1375867721,4862761,19-04-2025,2244.24,Cash
7213146086,4862761,20-04-2025,1072.95,Credit
3681781563,4940671,21-04-2025,3471.7,Cash
2044567188,4988545,22-04-2025,3889.03,Credit
6445700839,4988545,23-04-2025,1574.46,Credit
4786027510,5001749,24-04-2025,418.48,Credit
9541612277,5001749,25-04-2025,2185.97,Credit
605105099,5039883,26-04-2025,3357.25,Cash
3562901354,5039883,27-04-2025,1897.97,Cash
5733572517,5039883,28-04-2025,1706.96,Cash
8554063149,5039883,29-04-2025,2713.89,Cash
9859249765,5039883,30-04-2025,1812.4,Credit
343479370,5043760,01-01-2025,1820.87,Cash
1996683408,5043760,02-01-2025,870.29,Cash
5103721089,5135207,03-01-2025,4045.22,Credit
1787380558,5140660,04-01-2025,2066.77,Cash
1665004352,5226128,05-01-2025,1989.91,Cash
7075868285,5226128,06-01-2025,1704.88,Cash
390257855,5228136,07-01-2025,2763.17,Credit
1712832927,5228136,08-01-2025,2657.42,Credit
6569836274,5228136,09-01-2025,939.55,Cash
1979319490,5238055,10-01-2025,3631.19,Cash
6475299855,5238055,11-01-2025,3096.82,Cash
7217765772,5238055,12-01-2025,1673.94,Cash
6696750742,5277675,13-01-2025,2509.56,Cash
8257221712,5277675,14-01-2025,140.8,Cash
4621664126,5386246,15-01-2025,2834.89,Cash
8589851630,5386246,16-01-2025,3160.29,Credit
8622799862,5386246,17-01-2025,2724.25,Credit
2359692348,5418547,18-01-2025,1914.18,Credit
8423273411,5418547,19-01-2025,719.38,Credit
2216699744,5540556,20-01-2025,939.55,Cash
2819297954,5540556,21-01-2025,1762.49,Cash
7040151151,5540556,22-01-2025,3174.92,Cash
9471236505,5540556,23-01-2025,2872.87,Cash
1495465938,5607734,24-01-2025,3767.45,Credit
1160646195,5700842,25-01-2025,419.13,Credit
3797871396,5712468,26-01-2025,2792.89,Credit
5393373590,5712468,27-01-2025,487.51,Credit
488314125,5716817,28-01-2025,2359.91,Credit
3010047327,5716817,29-01-2025,799.46,Cash
6786366774,5716817,30-01-2025,3962.96,Credit
5933289680,5751638,31-01-2025,2950.6,Cash
9286199495,5751638,01-02-2025,813.3,Cash
1889723479,5754255,02-02-2025,395.61,Cash
2267297760,5754255,03-02-2025,1895.47,Cash
5859840400,5754255,04-02-2025,647.86,Credit
2370917070,5763963,05-02-2025,2639.9,Credit
2718348206,5763963,06-02-2025,632.43,Credit
4005611015,5763963,07-02-2025,1543.49,Credit
6197760573,5763963,08-02-2025,1233.03,Credit
8065436106,5763963,09-02-2025,592.46,Credit
8469170680,5901440,10-02-2025,39.65,Credit
1141173434,5961261,11-02-2025,77.11,Cash
6602362287,5961261,12-02-2025,2491.22,Cash
8521887524,5961261,13-02-2025,2256.06,Cash
9030686359,5961261,14-02-2025,2386.48,Credit
4063689432,6025470,15-02-2025,4593.42,Cash
976104194,6061349,16-02-2025,3210.73,Credit
4064447117,6061349,17-02-2025,2534.24,Cash
6133025410,6061349,18-02-2025,3478.04,Cash
7669322773,6081270,19-02-2025,836.16,Credit
4265447949,6150721,20-02-2025,1763.44,Credit
4357632507,6150721,21-02-2025,923.84,Cash
6126334783,6150721,22-02-2025,1588.66,Credit
6282385286,6150721,23-02-2025,2500.44,Cash
7605774154,6150721,24-02-2025,1536.89,Cash
2734817654,6184558,25-02-2025,3676.83,Cash
3064828239,6186471,26-02-2025,4356.46,Credit
3883638432,6245778,27-02-2025,1183.46,Credit
6799246060,6245778,28-02-2025,764.18,Cash
9917290378,6245778,01-03-2025,789.13,Cash
1149676745,6247821,02-03-2025,1168.51,Credit
6706793332,6247821,03-03-2025,949.75,Credit
9554019312,6247821,04-03-2025,4088.52,Credit
2560588609,6291143,05-03-2025,319.34,Credit
7189534591,6291143,06-03-2025,3354.47,Cash
3342653518,6319646,07-03-2025,577.13,Credit
7096225581,6319646,08-03-2025,2458.6,Cash
7166339556,6319646,09-03-2025,1441.75,Cash
4308216668,6335221,10-03-2025,3751.75,Credit
9611327860,6335221,11-03-2025,4410.34,Cash
3844380421,6344345,12-03-2025,1515.54,Cash
5084771819,6344345,13-03-2025,1207.68,Cash
8423025639,6344345,14-03-2025,3583.16,Credit
4248390724,6390687,15-03-2025,877.98,Cash
8561203503,6390687,16-03-2025,2766.81,Cash
747347782,6398761,17-03-2025,3048.42,Credit
2201201842,6398761,18-03-2025,1547.91,Credit
5982122427,6398761,19-03-2025,345.54,Credit
9947619677,6398761,20-03-2025,2743.63,Cash
4635228647,6459100,21-03-2025,1218.98,Credit
6430529802,6459100,22-03-2025,2974.48,Cash
8394536341,6459100,23-03-2025,949.73,Cash
1553626879,6579892,24-03-2025,4260.55,Credit
1685382357,6579892,25-03-2025,2584.79,Credit
5191052705,6579892,26-03-2025,1438.94,Cash
5506634472,6579892,27-03-2025,4019.21,Cash
7357727116,6617417,28-03-2025,1441.9,Credit
2793120553,6622751,29-03-2025,3090.15,Cash
137089318,6637282,30-03-2025,2254.26,Cash
691827543,6637282,31-03-2025,889.75,Credit
2331582000,6637282,01-04-2025,212.14,Credit
7842390585,6637282,02-04-2025,2820.47,Cash
2247354978,6668498,03-04-2025,1322.72,Cash
3583522679,6668498,04-04-2025,4148.39,Cash
6239166986,6724509,05-04-2025,578.85,Cash
7128038799,6724509,06-04-2025,2041.18,Credit
8709694061,6724509,07-04-2025,114.52,Credit
484869710,6756256,08-04-2025,1429.34,Cash
3189863462,6756256,09-04-2025,1472.61,Cash
5842678913,6756256,10-04-2025,3908.76,Cash
1256718210,6812439,11-04-2025,781.08,Credit
2847236502,6812439,12-04-2025,127.08,Cash
9445490338,6812439,13-04-2025,804.7,Cash
2886463378,6853981,14-04-2025,141.28,Credit
755143077,6856445,15-04-2025,3152.22,Cash
3520718052,6856445,16-04-2025,2846.05,Cash
2120411967,6867315,17-04-2025,4769.69,Cash
4287631655,6867315,18-04-2025,1381.53,Cash
313663478,6959437,19-04-2025,1184.42,Cash
3736611791,6959437,20-04-2025,1410.62,Credit
9212312136,6959437,21-04-2025,517.03,Credit
2272849018,6982488,22-04-2025,1797.17,Credit
5532838325,6982488,23-04-2025,1133.25,Cash
6009732867,6982488,24-04-2025,2793.26,Cash
5521273487,6992801,25-04-2025,942.37,Cash
1605287230,7076456,26-04-2025,3945.48,Credit
3081609596,7076456,27-04-2025,3555.24,Credit
2548125971,7228206,28-04-2025,4335.06,Cash
4385491839,7228206,29-04-2025,2158.72,Cash
7879575037,7228206,30-04-2025,3446.01,Cash
8862036450,7228206,01-05-2025,1764.64,Credit
1680591951,7288562,01-01-2025,2569.08,Credit
4319450104,7288562,02-01-2025,1968.01,Credit
9696598689,7288562,03-01-2025,130.01,Credit
1989751369,7333934,04-01-2025,274.25,Credit
4415332793,7333934,05-01-2025,96.09,Cash
4924477011,7333934,06-01-2025,3957.29,Cash
1642059453,7378768,07-01-2025,1277.62,Credit
8569302709,7378768,08-01-2025,309.62,Credit
5138524153,7522036,09-01-2025,845,Credit
9416522701,7551173,10-01-2025,3919.44,Cash
2136907826,7591711,11-01-2025,887.78,Cash
4434464045,7591711,12-01-2025,2148.83,Credit
6029394789,7591711,13-01-2025,2118.04,Credit
7380361209,7591711,14-01-2025,2151.14,Cash
3483689828,7687234,15-01-2025,4559.56,Credit
3667250123,7728406,16-01-2025,715.72,Cash
5669689881,7728406,17-01-2025,3152.59,Cash
6811633572,7728406,18-01-2025,88.43,Cash
9808738347,7728406,19-01-2025,2800.78,Cash
9998297778,7728406,20-01-2025,2833.2,Credit
1785144322,8025622,21-01-2025,2161.8,Cash
4467093205,8025622,22-01-2025,1067.68,Credit
4764056827,8025622,23-01-2025,3063.23,Credit
9157217130,8073518,24-01-2025,1448.27,Cash
8916648395,8138417,25-01-2025,2209.24,Credit
7988504487,8164639,26-01-2025,3511.92,Cash
9781965606,8164639,27-01-2025,1216.28,Cash
485687952,8228843,28-01-2025,1436.02,Cash
2341242955,8228843,29-01-2025,3830.72,Credit
5396237918,8228843,30-01-2025,1004.55,Cash
6371336060,8241122,31-01-2025,631.7,Cash
6770208707,8241122,01-02-2025,3610.34,Cash
8169361928,8241122,02-02-2025,1746.24,Cash
8581516385,8241122,03-02-2025,681.54,Credit
6722955128,8351747,04-02-2025,1028.49,Cash
7713651693,8351747,05-02-2025,422.87,Cash
7769253886,8351747,06-02-2025,4065.3,Credit
4466839873,8361353,07-02-2025,2840.84,Cash
6631188689,8361353,08-02-2025,3536.2,Cash
389558867,8375298,09-02-2025,212.14,Cash
6581715589,8375298,10-02-2025,900.3,Credit
4062701987,8383197,11-02-2025,979.99,Credit
8551965787,8383197,12-02-2025,3864.44,Cash
3835886077,8384106,13-02-2025,796.88,Credit
7779228340,8395343,14-02-2025,545.49,Cash
8744806310,8395343,15-02-2025,3826.97,Credit
8820606892,8395343,16-02-2025,2635.56,Cash
1443292147,8395610,17-02-2025,3889.01,Cash
8919999754,8395610,18-02-2025,2554.62,Credit
3612128358,8513589,19-02-2025,1654.11,Credit
7133174424,8513589,20-02-2025,4911.58,Credit
2087769338,8536503,21-02-2025,764.33,Cash
3971267196,8536503,22-02-2025,946.86,Credit
2245476104,8628482,23-02-2025,3898.9,Cash
5859787209,8628482,24-02-2025,2601.55,Cash
200000051,8632679,25-02-2025,1442.99,Credit
2620531979,8651281,26-02-2025,1207.28,Credit
3187042843,8651281,27-02-2025,1373.43,Credit
4806735178,8651281,28-02-2025,1275.37,Credit
9855726256,8651281,01-03-2025,479.57,Credit
9419789569,8733344,02-03-2025,3361.63,Cash
9945458771,8733344,03-03-2025,910.44,Cash
1270503169,8791577,04-03-2025,3836.35,Cash
1609331948,8791577,05-03-2025,3648.36,Credit
2860246948,8791577,06-03-2025,1613.57,Cash
3760880745,8791577,07-03-2025,1342.49,Credit
6023721507,8791577,08-03-2025,1849.03,Credit
6244736404,8791577,09-03-2025,4248.04,Credit
7089292009,8791577,10-03-2025,1425.76,Credit
9603256001,8791577,11-03-2025,1064.76,Credit
5578822558,8817168,12-03-2025,196.64,Credit
605779703,8881320,13-03-2025,1354.81,Credit
9949497098,8881320,14-03-2025,1651.55,Credit
4243307535,8886587,15-03-2025,2023.82,Credit
4380367305,8955057,16-03-2025,1313.89,Cash
7251548462,8955057,17-03-2025,1796.47,Credit
9931976872,8955057,18-03-2025,2487.83,Cash
1753431230,9048817,19-03-2025,3944.12,Cash
2478533601,9097480,20-03-2025,2241.03,Credit
2497341976,9097480,21-03-2025,3414.57,Cash
14103943,9105829,22-03-2025,1538.3,Cash
3315369956,9105829,23-03-2025,3947.39,Credit
506804807,9107360,24-03-2025,2368.7,Credit
8370088792,9107360,25-03-2025,1475.02,Cash
8801161214,9107360,26-03-2025,1367.02,Credit
7164827734,9195970,27-03-2025,1809.72,Credit
1357352531,9246851,28-03-2025,4202.96,Credit
7852428533,9246851,29-03-2025,895.48,Cash
1444371693,9274874,30-03-2025,869.55,Credit
3896922017,9274874,31-03-2025,726.41,Credit
4424404315,9274874,01-04-2025,494.48,Cash
5054937065,9274874,02-04-2025,965.37,Credit
9111535172,9274874,03-04-2025,354.52,Cash
9510912773,9274874,04-04-2025,310.69,Credit
833930925,9278983,05-04-2025,3217.03,Credit
2217466286,9278983,06-04-2025,1217.33,Cash
4432235479,9278983,07-04-2025,1175.35,Credit
5273875984,9278983,08-04-2025,2682.38,Cash
5486433396,9278983,09-04-2025,776.26,Cash
1397810713,9314637,10-04-2025,2534.35,Cash
5288088590,9314637,11-04-2025,2440.09,Cash
3556497272,9347990,12-04-2025,96.09,Credit
9576684860,9347990,13-04-2025,1365.7,Credit
1736212920,9401406,14-04-2025,3377.91,Cash
3757871565,9401406,15-04-2025,2012.76,Credit
4869691623,9401406,16-04-2025,2648,Credit
2864819888,9419030,17-04-2025,1973.65,Credit
4351744653,9423628,18-04-2025,3342.15,Credit
440721658,9450435,19-04-2025,1749.09,Cash
502632296,9450435,20-04-2025,4257.49,Credit
6992097680,9450435,21-04-2025,1214.18,Cash
7175472728,9551011,22-04-2025,307.23,Credit
1549769649,9573071,23-04-2025,976.55,Cash
8250406975,9573071,24-04-2025,1148.92,Cash
8542325207,9573071,25-04-2025,4399.94,Cash
9020583379,9573071,26-04-2025,2075.61,Cash
482670263,9641623,27-04-2025,835.53,Cash
379494532,9650263,28-04-2025,3609.27,Credit
8432150432,9650263,29-04-2025,755.01,Cash
4328802292,9738801,30-04-2025,1926.12,Cash
5992338333,9738801,01-05-2025,3121.04,Cash
7352532839,9738801,02-05-2025,2184.8,Credit
9057909300,9738801,03-05-2025,787.4,Cash
5305428485,9796585,01-01-2025,415.75,Cash
9938037878,9796585,02-01-2025,905.35,Credit
1257568604,9981089,03-01-2025,1937.41,Cash
6739811103,9981089,04-01-2025,1098.44,Credit
2802653261,9987182,05-01-2025,1481.99,Credit
2959828441,9987182,06-01-2025,4265.84,Credit
3186586558,9987182,07-01-2025,2983.4,Credit
9337878102,9987182,08-01-2025,3119.18,Cash
169590729,10019218,09-01-2025,2086.36,Cash
4034750827,10019218,10-01-2025,1168.59,Cash
4754258275,10019218,11-01-2025,2315.11,Credit
5562576298,10019218,12-01-2025,3844.75,Credit
4832392771,10038382,13-01-2025,2524.06,Credit
5844776722,10038382,14-01-2025,3806.98,Credit
1804073530,10048910,15-01-2025,2824.36,Credit
3276478503,10048910,16-01-2025,2477.66,Cash
3922539531,10048910,17-01-2025,1858.86,Credit
7177553918,10048910,18-01-2025,1381.29,Credit
7241413847,10048910,19-01-2025,2620.23,Cash
6101022928,10088428,20-01-2025,1253.07,Credit
5418735913,10210309,21-01-2025,2190.34,Cash
3286177534,10225164,22-01-2025,3612.26,Cash
3727289407,10225164,23-01-2025,616.45,Cash
614274161,10240052,24-01-2025,264.89,Cash
701250513,10240052,25-01-2025,2490.5,Cash
846586265,10418604,26-01-2025,2302.23,Cash
2570640420,10418604,27-01-2025,3782.04,Cash
3583323379,10418604,28-01-2025,2297.51,Cash
4093115982,10508763,29-01-2025,2022.07,Credit
7102272749,10508763,30-01-2025,374.68,Cash
5130838561,10524732,31-01-2025,319.8,Cash
7111337755,10524732,01-02-2025,1550.71,Cash
8533110341,10524732,02-02-2025,1621.58,Credit
5243035202,10541231,03-02-2025,1688.35,Credit
8546631319,10541231,04-02-2025,327.07,Cash
5271866987,10562528,05-02-2025,947.95,Credit
6556180328,10562528,06-02-2025,712.12,Credit
7388091459,10562528,07-02-2025,5228.36,Credit
7733310993,10562528,08-02-2025,1253.38,Credit
7891205593,10562528,09-02-2025,1348.96,Cash
8674211510,10562528,10-02-2025,1028.49,Cash
9467422683,10562528,11-02-2025,530.85,Credit
742238239,10605484,12-02-2025,2252.95,Cash
6814009039,10605484,13-02-2025,1344.57,Credit
7712604853,10608845,14-02-2025,2265.63,Cash
652616858,10663246,15-02-2025,2832.35,Credit
8370410622,10663246,16-02-2025,1989.47,Cash
1023260165,10683250,17-02-2025,741.67,Credit
4193492511,10683250,18-02-2025,316.02,Cash
875427533,10686446,19-02-2025,2505.6,Credit
9895756835,10694081,20-02-2025,3821.8,Credit
6894204435,10700664,21-02-2025,697.38,Cash
7562754470,10700664,22-02-2025,317.82,Cash
7755662096,10700664,23-02-2025,1963.69,Cash
7944056454,10729474,24-02-2025,3162.64,Cash
8724590445,10729474,25-02-2025,1934.86,Credit
6494615659,10745302,26-02-2025,3759.4,Credit
336832815,10769994,27-02-2025,935.81,Credit
2625987757,10769994,28-02-2025,169.88,Credit
7189146676,10789681,01-03-2025,825.46,Credit
135053432,10796846,02-03-2025,3330.44,Cash
776389097,10797688,03-03-2025,2232.88,Cash
5682816404,10830043,04-03-2025,2244.39,Credit
1174856327,10855630,05-03-2025,2279.72,Credit
8370213291,10855630,06-03-2025,2721.29,Cash
4032847942,10857389,07-03-2025,169.88,Cash
6311012195,10857389,08-03-2025,824.99,Credit
7107216633,10857389,09-03-2025,2871.14,Cash
7378521428,10857389,10-03-2025,1225.86,Credit
1069724600,10945990,11-03-2025,3298.22,Cash
4416398885,10945990,12-03-2025,404.44,Credit
5108704843,10951674,13-03-2025,1179.1,Cash
9090089969,10951674,14-03-2025,931.23,Credit
2288561509,11047835,15-03-2025,1272.76,Cash
5465833352,11047835,16-03-2025,2140.08,Credit
7367717333,11047835,17-03-2025,2091.23,Credit
8986314607,11047835,18-03-2025,3422.97,Cash
1602396548,11063505,19-03-2025,2790.67,Credit
7009619835,11063505,20-03-2025,1428.03,Cash
168067196,11071601,21-03-2025,1398,Cash
2808133351,11071601,22-03-2025,2922.68,Cash
4959271803,11082181,23-03-2025,1303.23,Cash
701856661,11143197,24-03-2025,3622.14,Credit
6083487488,11143197,25-03-2025,2226.74,Cash
